congress,bill_number,bill_type,bill_subject
116,1262,hres,Congressional tributes
116,1262,hres,"Elections, voting, political campaign regulation"
116,1262,hres,Emergency medical services and trauma care
116,1262,hres,Infectious and parasitic diseases
116,1262,hres,State and local government operations
116,195,hres,Congressional committees
116,195,hres,House Committee on the Judiciary
116,620,hres,Congressional leadership
116,620,hres,House of Representatives
116,620,hres,Legislative rules and procedure
116,620,hres,Members of Congress
116,1204,hres,Cancer
116,1204,hres,Digestive and metabolic diseases
116,1204,hres,Health promotion and preventive care
116,1204,hres,Medical research
116,1204,hres,Medical tests and diagnostic methods
116,1204,hres,Minority health
116,1204,hres,Research administration and funding
116,375,hres,Africa
116,375,hres,Commemorative events and holidays
116,375,hres,Conflicts and wars
116,375,hres,Congressional oversight
116,375,hres,Congressional tributes
116,375,hres,Crime victims
116,375,hres,Crimes against women
116,375,hres,Energy prices
116,375,hres,Family relationships
116,375,hres,Foreign aid and international relief
116,375,hres,Government information and archives
116,375,hres,Human rights
116,375,hres,Human trafficking
116,375,hres,International organizations and cooperation
116,375,hres,"Military assistance, sales, and agreements"
116,375,hres,Missing persons
116,375,hres,Nigeria
116,375,hres,Oil and gas
116,375,hres,Political movements and philosophies
116,375,hres,Terrorism
116,375,hres,Women's rights
116,738,hres,Commemorative events and holidays
116,738,hres,Disability and health-based discrimination
116,738,hres,Disability and paralysis
116,738,hres,Foreign aid and international relief
116,738,hres,Human rights
116,1176,hres,Commemorative events and holidays
116,1176,hres,Digestive and metabolic diseases
116,1176,hres,"Health technology, devices, supplies"
116,1176,hres,Surgery and anesthesia
116,550,hres,Cardiovascular and respiratory health
116,550,hres,Commemorative events and holidays
116,550,hres,Health promotion and preventive care
116,1273,hres,Constitution and constitutional amendments
116,1273,hres,House of Representatives
116,1273,hres,"Presidents and presidential powers, Vice Presidents"
116,805,hres,Canada
116,805,hres,"Diplomacy, foreign officials, Americans abroad"
116,805,hres,Great Lakes
116,805,hres,Radioactive wastes and releases
116,805,hres,Water quality
116,805,hres,Watersheds
116,649,hres,Caribbean area
116,649,hres,Commemorative events and holidays
116,649,hres,Congressional tributes
116,649,hres,"Diplomacy, foreign officials, Americans abroad"
116,649,hres,Economic development
116,649,hres,Foreign aid and international relief
116,649,hres,Inter-American Foundation
116,649,hres,Latin America
116,649,hres,"Sovereignty, recognition, national governance and status"
116,597,hres,Advanced technology and technological innovations
116,597,hres,Alternative and renewable resources
116,597,hres,Coal
116,597,hres,Energy efficiency and conservation
116,597,hres,Energy research
116,597,hres,"Energy storage, supplies, demand"
116,597,hres,Nuclear power
116,597,hres,Oil and gas
116,597,hres,Public-private cooperation
116,982,hres,Allergies
116,982,hres,Commemorative events and holidays
116,982,hres,Health promotion and preventive care
116,982,hres,Medical research
116,1061,hres,Alliances
116,1061,hres,Asia
116,1061,hres,Conflicts and wars
116,1061,hres,Europe
116,1061,hres,Foreign aid and international relief
116,1061,hres,Health facilities and institutions
116,1061,hres,Health personnel
116,1061,hres,Human rights
116,1061,hres,International organizations and cooperation
116,1061,hres,Middle East
116,1061,hres,"Refugees, asylum, displaced persons"
116,1061,hres,Russia
116,1061,hres,"Sovereignty, recognition, national governance and status"
116,1061,hres,Syria
116,1061,hres,Turkey
116,1061,hres,"War crimes, genocide, crimes against humanity"
116,1227,hres,Border security and unlawful immigration
116,1227,hres,Congressional tributes
116,1227,hres,Detention of persons
116,1227,hres,Employment discrimination and employee rights
116,1227,hres,Georgia
116,1227,hres,"Government employee pay, benefits, personnel management"
116,1227,hres,"Government ethics and transparency, public corruption"
116,1227,hres,Health personnel
116,1227,hres,Immigrant health and welfare
116,1227,hres,Women's health
116,955,hres,Cardiovascular and respiratory health
116,955,hres,"Criminal investigation, prosecution, interrogation"
116,955,hres,Economic performance and conditions
116,955,hres,Emergency medical services and trauma care
116,955,hres,Government studies and investigations
116,955,hres,Infectious and parasitic diseases
116,955,hres,Intergovernmental relations
116,955,hres,State and local government operations
116,425,hres,Caribbean area
116,425,hres,Commemorative events and holidays
116,425,hres,Historical and cultural resources
116,425,hres,Racial and ethnic relations
116,425,hres,U.S. history
116,407,hres,Congressional tributes
116,407,hres,District of Columbia
116,407,hres,"Elections, voting, political campaign regulation"
116,407,hres,Military personnel and dependents
116,407,hres,National Guard and reserves
116,407,hres,State and local government operations
116,407,hres,Veterans' organizations and recognition
116,606,hres,Blood and blood diseases
116,606,hres,Health care coverage and access
116,606,hres,Health promotion and preventive care
116,606,hres,Hereditary and development disorders
116,606,hres,Medical research
116,606,hres,Medical tests and diagnostic methods
116,606,hres,Minority health
116,1196,hres,Armenia
116,1196,hres,Asia
116,1196,hres,Azerbaijan
116,1196,hres,Conflicts and wars
116,1196,hres,"Diplomacy, foreign officials, Americans abroad"
116,1196,hres,Europe
116,1196,hres,Foreign aid and international relief
116,1196,hres,Human rights
116,1196,hres,International law and treaties
116,1196,hres,International organizations and cooperation
116,1196,hres,"Military assistance, sales, and agreements"
116,1196,hres,Military operations and strategy
116,1196,hres,"Sovereignty, recognition, national governance and status"
116,1196,hres,Turkey
116,1252,hres,"Elections, voting, political campaign regulation"
116,1252,hres,Fraud offenses and financial crimes
116,477,hres,Congressional committees
116,477,hres,Congressional oversight
116,477,hres,Evidence and witnesses
116,477,hres,House of Representatives
116,477,hres,Lawyers and legal services
116,1081,hres,Cardiovascular and respiratory health
116,1081,hres,Emergency medical services and trauma care
116,1081,hres,Government information and archives
116,1081,hres,Human rights
116,1081,hres,Infectious and parasitic diseases
116,1081,hres,International organizations and cooperation
116,1081,hres,News media and reporting
116,1081,hres,Rule of law and government transparency
116,1081,hres,"Sovereignty, recognition, national governance and status"
116,703,hres,Commemorative events and holidays
116,703,hres,Employment and training programs
116,703,hres,Higher education
116,703,hres,Vocational and technical education
116,862,hres,Commemorative events and holidays
116,862,hres,Elementary and secondary education
116,808,hres,Asia
116,808,hres,Commemorative events and holidays
116,808,hres,Racial and ethnic relations
116,448,hres,Commemorative events and holidays
116,448,hres,Racial and ethnic relations
116,448,hres,U.S. history
116,361,hres,Commemorative events and holidays
116,361,hres,Congressional tributes
116,361,hres,National and community service
116,361,hres,Veterans' organizations and recognition
116,356,hres,Allergies
116,356,hres,Cardiovascular and respiratory health
116,356,hres,Commemorative events and holidays
116,356,hres,Congressional tributes
116,356,hres,Health information and medical records
116,356,hres,Health personnel
116,356,hres,Medical research
116,686,hres,Budget deficits and national debt
116,686,hres,Congressional committees
116,686,hres,Congressional operations and organization
116,686,hres,House Committee on Appropriations
116,686,hres,House Committee on the Budget
116,686,hres,House of Representatives
116,686,hres,U.S. Capitol
116,863,hres,"Criminal investigation, prosecution, interrogation"
116,863,hres,Racial and ethnic relations
116,863,hres,U.S. history
116,863,hres,Violent crime
116,522,hres,Economic performance and conditions
116,522,hres,General energy matters
116,522,hres,Oil and gas
116,522,hres,Public-private cooperation
116,344,hres,Commemorative events and holidays
116,344,hres,General science and technology matters
116,344,hres,Policy sciences
116,344,hres,Science and engineering education
116,344,hres,"Teaching, teachers, curricula"
116,237,hres,Commemorative events and holidays
116,237,hres,Conflicts and wars
116,237,hres,Military history
116,237,hres,U.S. history
116,237,hres,Women's employment
116,164,hres,Asia
116,164,hres,Commemorative events and holidays
116,164,hres,Congressional tributes
116,164,hres,"Diplomacy, foreign officials, Americans abroad"
116,164,hres,Human rights
116,164,hres,Japan
116,164,hres,Protest and dissent
116,164,hres,South Korea
116,427,hres,Commemorative events and holidays
116,427,hres,"Environmental assessment, monitoring, research"
116,427,hres,International organizations and cooperation
116,427,hres,"Marine and coastal resources, fisheries"
116,427,hres,Marine pollution
116,427,hres,Research administration and funding
116,427,hres,Water quality
116,721,hres,Child safety and welfare
116,721,hres,Consumer affairs
116,721,hres,Internet and video services
116,721,hres,"Internet, web applications, social media"
116,721,hres,Telephone and wireless communication
116,341,hres,Cancer
116,341,hres,Commemorative events and holidays
116,341,hres,Digestive and metabolic diseases
116,630,hres,California
116,630,hres,Federal officials
116,630,hres,"Government ethics and transparency, public corruption"
116,630,hres,House of Representatives
116,630,hres,Members of Congress
116,902,hres,Conflicts and wars
116,902,hres,"Diplomacy, foreign officials, Americans abroad"
116,902,hres,Foreign aid and international relief
116,902,hres,International law and treaties
116,902,hres,International organizations and cooperation
116,902,hres,"Refugees, asylum, displaced persons"
116,902,hres,Religion
116,251,hres,Cardiovascular and respiratory health
116,251,hres,Commemorative events and holidays
116,251,hres,Health promotion and preventive care
116,251,hres,Medical research
116,251,hres,Medical tests and diagnostic methods
116,251,hres,Neurological disorders
116,1186,hres,Congressional tributes
116,1186,hres,Health facilities and institutions
116,1186,hres,Health personnel
116,1186,hres,Higher education
116,1186,hres,Immunology and vaccination
116,1186,hres,Infectious and parasitic diseases
116,1186,hres,Medical research
116,1186,hres,Research administration and funding
116,228,hres,Congressional committees
116,228,hres,House Committee on Financial Services
116,780,hres,Congressional leadership
