Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
G. Wijnaldum,Georginio Wijnaldum,80,80,17500000,"CM,CDM",CM,Netherlands,https://cdn.sofifa.net/players/181/291/23_60.png,31,175,74,2193,452,Roma,83000,0,SUB,2023,25,2021,TRUE,Right,4,3,3,Netherlands,https://cdn.sofifa.net/flags/nl.png,SUB,8,High,High
M. Kruse,Max Kruse,80,80,10500000,"CF,CAM",CAM,Germany,https://cdn.sofifa.net/players/183/574/23_60.png,34,180,76,1974,399,VfL Wolfsburg,58000,17900000,RES,2023,9,2022,-,Left,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Low
M. Darmian,Matteo Darmian,80,80,14500000,"RWB,RM",RWB,Italy,https://cdn.sofifa.net/players/184/392/23_60.png,32,182,70,1997,426,Inter,63000,23900000,SUB,2024,36,2021,-,Right,5,3,2,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,High
F. Coquelin,Francis Coquelin,80,80,17500000,"CM,LM,CDM",CM,France,https://cdn.sofifa.net/players/189/271/23_60.png,31,176,74,2119,451,Villarreal CF,39000,36800000,SUB,2024,19,2020,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High
D. Blind,Daley Blind,80,80,13500000,"CB,LB,CDM",CDM,Netherlands,https://cdn.sofifa.net/players/190/815/23_60.png,32,180,72,2069,416,Ajax,20000,18900000,LB,2023,17,2018,-,Left,3,3,3,Netherlands,https://cdn.sofifa.net/flags/nl.png,LWB,17,Medium,Medium
A. Cragno,Alessio Cragno,80,81,16500000,GK,GK,Italy,https://cdn.sofifa.net/players/205/659/23_60.png,28,184,78,1219,433,AC Monza,6000,0,SUB,2023,89,2014,TRUE,Right,3,1,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
R. Freuler,Remo Freuler,80,80,20000000,"CM,CDM",CM,Switzerland,https://cdn.sofifa.net/players/202/024/23_60.png,30,181,80,2059,441,Nottingham Forest,72000,38000000,SUB,2025,23,2022,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
M. Arnold,Maximilian Arnold,80,81,20500000,"CDM,CM",CM,Germany,https://cdn.sofifa.net/players/206/511/23_60.png,28,184,74,2154,452,VfL Wolfsburg,51000,36400000,CDM,2026,27,2011,-,Left,2,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
V. Lindelöf,Victor Lindelöf,80,81,21000000,CB,CDM,Sweden,https://cdn.sofifa.net/players/221/660/23_60.png,27,187,80,1945,412,Manchester United,105000,41500000,SUB,2024,2,2017,-,Right,4,3,2,Sweden,https://cdn.sofifa.net/flags/se.png,CB,3,Medium,Medium
Álex Moreno,Alexandre Moreno Lopera,80,80,18500000,LB,LB,Spain,https://cdn.sofifa.net/players/217/036/23_60.png,29,179,68,2096,449,Real Betis Balompié,29000,38900000,LB,2025,15,2019,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
M. Dahoud,Mahmoud Dahoud,80,82,26000000,"CM,CDM",CM,Germany,https://cdn.sofifa.net/players/218/339/23_60.png,26,178,68,2082,438,Borussia Dortmund,52000,46200000,SUB,2023,8,2017,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High
J. Ledesma,Jeremías Conan Ledesma,80,82,17500000,GK,GK,Argentina,https://cdn.sofifa.net/players/219/522/23_60.png,29,186,83,1266,438,Cádiz CF,30000,38100000,GK,2025,1,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
H. Traoré,Hamari Traoré,80,80,18000000,RB,RB,Mali,https://cdn.sofifa.net/players/219/789/23_60.png,30,175,70,2042,441,Stade Rennais FC,50000,34200000,RB,2023,27,2017,-,Right,3,3,2,-,-,-,-,High,Medium
A. Rebić,Ante Rebić,80,80,21000000,"LW,LM,ST",ST,Croatia,https://cdn.sofifa.net/players/220/018/23_60.png,28,185,78,2084,449,AC Milan,78000,35700000,SUB,2025,12,2020,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/hr.png,-,-,High,Medium
H. Hateboer,Hans Hateboer,80,80,19000000,"RWB,RB,RM",RWB,Netherlands,https://cdn.sofifa.net/players/220/093/23_60.png,28,185,72,2044,447,Atalanta,53000,32299999,RM,2024,33,2017,-,Right,3,3,3,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium
Kepa,Kepa Arrizabalaga,80,83,20500000,GK,GK,Spain,https://cdn.sofifa.net/players/206/585/23_60.png,27,186,88,1308,435,Chelsea,80000,39500000,SUB,2025,1,2018,-,Right,4,1,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
D. Calvert-Lewin,Dominic Calvert-Lewin,80,84,29500000,ST,ST,England,https://cdn.sofifa.net/players/221/479/23_60.png,25,187,71,1938,417,Everton,52000,58300000,ST,2025,9,2016,-,Right,2,3,2,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
L. Klostermann,Lukas Klostermann,80,82,23000000,"CB,RWB",RB,Germany,https://cdn.sofifa.net/players/222/331/23_60.png,26,189,88,1903,431,RB Leipzig,53000,40800000,SUB,2024,16,2014,-,Right,3,2,2,Germany,https://cdn.sofifa.net/flags/de.png,SUB,3,Medium,Medium
J. Correa,Joaquín Correa,80,80,23000000,"CF,ST",RW,Argentina,https://cdn.sofifa.net/players/215/330/23_60.png,27,189,75,1963,427,Inter,75000,38000000,SUB,2025,11,2022,-,Right,4,4,1,Argentina,https://cdn.sofifa.net/flags/ar.png,SUB,24,Medium,Medium
R. Karsdorp,Rick Karsdorp,80,81,22000000,"RWB,RM,RB",RWB,Netherlands,https://cdn.sofifa.net/players/222/558/23_60.png,27,184,80,2112,453,Roma,63000,39100000,RM,2025,2,2017,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium
Joan Jordán,Joan Jordán Moreno,80,80,22500000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/224/309/23_60.png,27,183,74,2059,434,Sevilla FC,33000,47300000,CM,2027,8,2019,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
J. Bowen,Jarrod Bowen,80,83,28000000,"RM,ST",LM,England,https://cdn.sofifa.net/players/224/371/23_60.png,25,175,70,1991,421,West Ham United,73000,55300000,RM,2025,20,2020,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
Álex Berenguer,Alejandro Berenguer Remiro,80,80,23000000,"RM,LM",RM,Spain,https://cdn.sofifa.net/players/225/201/23_60.png,26,175,73,2114,443,Athletic Club de Bilbao,33000,48300000,LM,2024,7,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
S. Bergwijn,Steven Bergwijn,80,85,32000000,"LW,RW",CAM,Netherlands,https://cdn.sofifa.net/players/225/953/23_60.png,24,178,78,2036,434,Ajax,21000,47200000,LW,2027,7,2022,-,Right,2,4,3,Netherlands,https://cdn.sofifa.net/flags/nl.png,ST,7,High,Medium
E. Buendía,Emiliano Buendía,80,82,26500000,"RM,RW,CAM",CAM,Argentina,https://cdn.sofifa.net/players/226/162/23_60.png,25,172,72,2136,445,Aston Villa,84000,52300000,SUB,2026,10,2021,-,Right,4,4,3,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,High
U. Çakır,Uğurcan Çakır,80,84,22500000,GK,GK,Turkey,https://cdn.sofifa.net/players/226/300/23_60.png,26,191,82,1344,446,Trabzonspor,33000,44400000,GK,2027,1,2014,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium
G. Scamacca,Gianluca Scamacca,80,86,33500000,ST,ST,Italy,https://cdn.sofifa.net/players/226/710/23_60.png,23,195,85,1904,403,West Ham United,73000,70400000,SUB,2027,7,2022,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
Morales,José Luis Morales Nogales,80,80,10000000,"LM,ST",LM,Spain,https://cdn.sofifa.net/players/216/475/23_60.png,34,180,70,2089,439,Villarreal CF,39000,21000000,ST,2024,22,2022,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
M. Dúbravka,Martin Dúbravka,80,80,7000000,GK,GK,Slovakia,https://cdn.sofifa.net/players/220/407/23_60.png,33,190,80,1334,437,Manchester United,70000,0,SUB,2023,31,2018,TRUE,Right,2,1,2,-,-,-,-,Medium,Medium
W. Benítez,Walter Benítez,80,82,17500000,GK,GK,Argentina,https://cdn.sofifa.net/players/215/223/23_60.png,29,191,93,1281,442,PSV,19000,25800000,GK,2025,1,2022,-,Right,2,1,2,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
L. Paredes,Leandro Paredes,80,80,18500000,"CDM,CM",CDM,Argentina,https://cdn.sofifa.net/players/207/439/23_60.png,28,180,75,2150,449,Juventus,79000,0,CDM,2023,32,2019,TRUE,Right,4,4,2,Argentina,https://cdn.sofifa.net/flags/ar.png,CDM,5,Medium,Medium
S. Azmoun,Sardar Azmoun,80,81,24500000,"ST,CAM",ST,Iran,https://cdn.sofifa.net/players/213/955/23_60.png,27,186,82,1970,416,Bayer 04 Leverkusen,63000,43500000,CAM,2027,9,2022,-,Right,4,3,1,-,-,-,-,Medium,Low
William Carvalho,William Silva de Carvalho,80,80,17500000,CDM,CDM,Portugal,https://cdn.sofifa.net/players/207/566/23_60.png,30,187,79,1930,409,Real Betis Balompié,28000,36800000,SUB,2026,14,2018,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium
B. Cristante,Bryan Cristante,80,82,23000000,"CDM,CM",CM,Italy,https://cdn.sofifa.net/players/208/268/23_60.png,27,186,80,2038,434,Roma,63000,40800000,CM,2024,4,2019,-,Right,4,3,2,Italy,https://cdn.sofifa.net/flags/it.png,SUB,16,Medium,High
Saúl,Saúl Ñíguez Esclápez,80,81,24000000,"CM,LM,LWB",CM,Spain,https://cdn.sofifa.net/players/208/421/23_60.png,27,184,75,2163,455,Atlético de Madrid,58000,51000000,SUB,2026,17,2013,-,Left,4,3,3,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
M. de Roon,Marten de Roon,80,80,15000000,"CDM,CM,CB",CB,Netherlands,https://cdn.sofifa.net/players/208/461/23_60.png,31,185,76,2111,444,Atalanta,51000,25500000,CM,2024,15,2017,-,Right,3,3,3,Netherlands,https://cdn.sofifa.net/flags/nl.png,SUB,15,Medium,High
A. Belotti,Andrea Belotti,80,80,21500000,ST,ST,Italy,https://cdn.sofifa.net/players/208/596/23_60.png,28,181,84,1939,409,Roma,78000,36600000,SUB,2023,11,2022,-,Right,5,3,3,Italy,https://cdn.sofifa.net/flags/it.png,SUB,9,High,High
Fred,Frederico de Paula Santos,80,80,20500000,"CM,CDM",CM,Brazil,https://cdn.sofifa.net/players/209/297/23_60.png,29,169,62,2186,449,Manchester United,120000,39000000,SUB,2023,17,2018,-,Left,3,4,3,-,https://cdn.sofifa.net/flags/br.png,-,-,High,High
C. Günter,Christian Günter,80,80,18500000,"LB,LM,LWB",LB,Germany,https://cdn.sofifa.net/players/209/846/23_60.png,29,184,83,2007,437,Sport-Club Freiburg,34000,31500000,LB,2026,30,2012,-,Left,2,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
A. Rabiot,Adrien Rabiot,80,81,24000000,"CM,LM",CM,France,https://cdn.sofifa.net/players/210/008/23_60.png,27,192,80,2126,458,Juventus,105000,42600000,SUB,2023,25,2019,-,Left,3,3,2,France,https://cdn.sofifa.net/flags/fr.png,SUB,14,Medium,Medium
Rui Silva,Rui Tiago Dantas da Silva,80,82,18000000,GK,GK,Portugal,https://cdn.sofifa.net/players/210/385/23_60.png,28,191,91,1211,428,Real Betis Balompié,24000,39200000,GK,2026,13,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
A. Romagnoli,Alessio Romagnoli,80,80,19500000,CB,CB,Italy,https://cdn.sofifa.net/players/210/413/23_60.png,27,185,75,1737,388,Lazio,51000,33200000,CB,2027,13,2022,-,Left,3,2,2,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
Carles Gil,Carles Gil Pareja,80,80,20500000,"CAM,RM",CAM,Spain,https://cdn.sofifa.net/players/210/930/23_60.png,29,170,65,1926,405,New England Revolution,13000,30800000,CAM,2024,10,2019,-,Left,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
A. Martial,Anthony Martial,80,83,28000000,"ST,LM",ST,France,https://cdn.sofifa.net/players/211/300/23_60.png,26,184,76,1973,419,Manchester United,125000,55300000,SUB,2024,9,2015,-,Right,4,4,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,Low,Low
M. Dembélé,Moussa Dembélé,80,83,28500000,ST,ST,France,https://cdn.sofifa.net/players/211/591/23_60.png,25,183,79,1881,398,Olympique Lyonnais,73000,56300000,SUB,2023,9,2018,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Low
M. Flekken,Mark Flekken,80,81,16000000,GK,GK,Netherlands,https://cdn.sofifa.net/players/211/738/23_60.png,29,195,87,1224,429,Sport-Club Freiburg,28000,28400000,GK,2026,26,2018,-,Right,4,1,1,Netherlands,https://cdn.sofifa.net/flags/nl.png,SUB,1,Medium,Medium
Alex Telles,Alex Nicolao Telles,80,80,18500000,LB,LB,Brazil,https://cdn.sofifa.net/players/212/462/23_60.png,29,181,71,2213,457,Sevilla FC,110000,0,SUB,2023,3,2020,TRUE,Left,2,3,3,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Low
A. Gouiri,Amine Gouiri,79,86,36000000,"ST,LM",CAM,France,https://cdn.sofifa.net/players/240/753/23_60.png,22,181,83,2024,429,Stade Rennais FC,49000,75600000,ST,2027,19,2022,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium
N. Maksimović,Nemanja Maksimović,79,80,20000000,"CM,CDM",CM,Serbia,https://cdn.sofifa.net/players/239/433/23_60.png,27,189,78,2039,426,Getafe CF,33000,43500000,CDM,2024,20,2018,-,Right,3,3,1,-,-,-,-,High,High
Unai Núñez,Unai Núñez Gestoso,79,83,22000000,CB,CB,Spain,https://cdn.sofifa.net/players/240/900/23_60.png,25,186,81,1580,354,RC Celta de Vigo,28000,0,CB,2023,4,2016,TRUE,Right,2,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High
O. Kökçü,Orkun Kökçü,79,86,35500000,"CM,CAM",CAM,Turkey,https://cdn.sofifa.net/players/243/245/23_60.png,21,175,68,2089,444,Feyenoord,11000,60400000,CM,2025,10,2017,-,Right,5,3,2,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium
A. Nwakaeme,Anthony Nwakaeme,79,79,11000000,LM,LM,Nigeria,https://cdn.sofifa.net/players/241/771/23_60.png,33,185,80,1974,428,Al Fayha,32000,18200000,LM,2024,9,2022,-,Right,4,4,1,-,-,-,-,High,Low
Luis Milla,Luis Milla Manzanares,79,81,19000000,"CDM,CM",CDM,Spain,https://cdn.sofifa.net/players/242/201/23_60.png,27,175,67,2083,439,Getafe CF,30000,41300000,SUB,2027,5,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,High
T. Malacia,Tyrell Malacia,79,85,26500000,LB,LWB,Netherlands,https://cdn.sofifa.net/players/238/041/23_60.png,22,169,67,2004,436,Manchester United,86000,55700000,LB,2026,12,2022,-,Left,3,3,1,Netherlands,https://cdn.sofifa.net/flags/nl.png,SUB,6,High,Medium
J. David,Jonathan David,79,85,28500000,ST,ST,Canada,https://cdn.sofifa.net/players/243/630/23_60.png,22,180,77,1912,414,LOSC Lille,37000,59900000,ST,2025,9,2020,-,Right,5,3,2,Canada,https://cdn.sofifa.net/flags/ca.png,ST,20,High,High
C. Gallagher,Conor Gallagher,79,86,35500000,CM,CM,England,https://cdn.sofifa.net/players/238/216/23_60.png,22,182,77,2052,444,Chelsea,89000,72800000,SUB,2025,23,2017,-,Right,2,3,1,England,https://cdn.sofifa.net/flags/gb-eng.png,SUB,18,High,High
A. Sánchez,Alexis Sánchez,79,79,11000000,"CF,ST",CAM,Chile,https://cdn.sofifa.net/players/184/941/23_60.png,33,168,62,2052,420,Olympique de Marseille,48000,20900000,ST,2023,70,2022,-,Right,4,4,4,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium
P. Estupiñán,Pervis Estupiñán,79,83,23500000,"LB,LWB",LB,Ecuador,https://cdn.sofifa.net/players/237/942/23_60.png,24,175,78,1915,419,Brighton & Hove Albion,55000,46400000,SUB,2027,30,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,High,Medium
J. Foyth,Juan Foyth,79,84,24500000,"RB,CB,CDM",CB,Argentina,https://cdn.sofifa.net/players/237/221/23_60.png,24,187,69,1929,416,Villarreal CF,29000,53300000,RB,2026,8,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,High
Kim Min Jae,Min Jae Kim,79,84,23000000,CB,CB,Korea Republic,https://cdn.sofifa.net/players/237/086/23_60.png,25,190,81,1763,395,Napoli,49000,40800000,CB,2025,3,2022,-,Right,3,2,1,-,-,-,-,Medium,High
D. Szoboszlai,Dominik Szoboszlai,79,87,39500000,"CAM,LM",CAM,Hungary,https://cdn.sofifa.net/players/236/772/23_60.png,21,186,74,1990,415,RB Leipzig,41000,75100000,CAM,2026,17,2021,-,Right,4,4,1,Hungary,https://cdn.sofifa.net/flags/hu.png,LW,10,Medium,Low
David Neres,David Neres Campos,79,82,23000000,"RW,LW,CAM",CAM,Brazil,https://cdn.sofifa.net/players/236/632/23_60.png,25,176,71,1906,414,SL Benfica,18000,47700000,RM,2027,7,2022,-,Left,3,5,3,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
A. Ogbonna,Angelo Ogbonna,79,79,5500000,CB,CB,Italy,https://cdn.sofifa.net/players/183/855/23_60.png,34,191,86,1688,361,West Ham United,66000,10500000,SUB,2023,21,2015,-,Left,3,2,2,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
J. Boateng,Jérôme Boateng,79,79,8500000,CB,CB,Germany,https://cdn.sofifa.net/players/183/907/23_60.png,33,190,94,1859,389,Olympique Lyonnais,60000,16200000,SUB,2023,17,2021,-,Right,4,2,4,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
Y. Fofana,Youssouf Fofana,79,84,24500000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/245/630/23_60.png,23,176,69,2029,437,AS Monaco,43000,48400000,CM,2024,19,2020,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High
L. Stindl,Lars Stindl,79,79,11000000,CAM,CAM,Germany,https://cdn.sofifa.net/players/187/072/23_60.png,33,181,80,2100,426,Borussia Mönchengladbach,34000,18700000,CAM,2023,13,2015,-,Right,4,4,3,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
Luís Maximiano,Luís Manuel Arantes Maximiano,79,85,22500000,GK,GK,Portugal,https://cdn.sofifa.net/players/244/316/23_60.png,23,190,82,1180,435,Lazio,32000,42800000,SUB,2026,1,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
Diego López,Diego López Rodríguez,79,79,1900000,GK,GK,Spain,https://cdn.sofifa.net/players/146/748/23_60.png,40,196,89,1206,425,Rayo Vallecano,11000,4000000,SUB,2023,13,2022,-,Right,3,1,3,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
R. Gravenberch,Ryan Gravenberch,79,89,38500000,CM,CAM,Netherlands,https://cdn.sofifa.net/players/246/104/23_60.png,20,190,77,2101,454,FC Bayern München,45000,71200000,SUB,2027,38,2022,-,Right,4,4,1,Netherlands,https://cdn.sofifa.net/flags/nl.png,SUB,16,Medium,Medium
Ansu Fati,Anssumane Fati,79,90,38000000,LW,CAM,Spain,https://cdn.sofifa.net/players/253/004/23_60.png,19,178,66,1913,402,FC Barcelona,84000,85500000,LW,2027,10,2018,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
Pedro,Pedro Rodríguez Ledesma,79,79,8000000,"LW,RW,CF",CAM,Spain,https://cdn.sofifa.net/players/189/505/23_60.png,34,169,65,1912,396,Lazio,57000,13600000,SUB,2023,9,2021,-,Right,5,4,3,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Low
G. Goodman,George Goodman,79,79,15500000,LB,LB,England,https://cdn.sofifa.net/players/269/781/23_60.png,29,180,70,2039,431,AFC Richmond,53000,29500000,LB,2023,17,2019,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
M. Bumbercatch,Moe Bumbercatch,79,82,23000000,"CM,CDM,CAM",CM,England,https://cdn.sofifa.net/players/269/771/23_60.png,25,174,65,2042,440,AFC Richmond,53000,45400000,CM,2024,21,2018,-,Right,5,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
Gavi,Pablo Martín Páez Gavira,79,88,36000000,"CM,LW,RW",CAM,Spain,https://cdn.sofifa.net/players/264/240/23_60.png,17,173,68,2022,432,FC Barcelona,17000,81000000,SUB,2026,30,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,High
Yeremy Pino,Yeremy Jesús Pino Santos,79,87,38000000,"RM,ST",CAM,Spain,https://cdn.sofifa.net/players/259/377/23_60.png,19,172,60,1828,388,Villarreal CF,21000,87400000,RM,2027,21,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Low
Gonçalo Inácio,Gonçalo Bernardo Inácio,79,88,36000000,CB,CB,Portugal,https://cdn.sofifa.net/players/257/179/23_60.png,20,185,78,1773,395,Sporting CP,11000,79200000,CB,2026,25,2019,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,High
Vitinha,Vítor Machado Ferreira,79,89,39500000,"CM,CAM",CAM,Portugal,https://cdn.sofifa.net/players/255/253/23_60.png,22,172,64,2007,425,Paris Saint-Germain,68000,81000000,CM,2027,17,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,High
Matheus Nunes,Matheus Luiz Nunes,79,86,35000000,CM,CAM,Portugal,https://cdn.sofifa.net/players/253/124/23_60.png,23,183,76,2103,458,Wolverhampton Wanderers,73000,73500000,CM,2027,27,2022,-,Right,3,3,1,Portugal,https://cdn.sofifa.net/flags/pt.png,SUB,28,High,Medium
G. Raspadori,Giacomo Raspadori,79,86,36000000,"CF,CAM,LM",CAM,Italy,https://cdn.sofifa.net/players/253/002/23_60.png,22,172,69,1869,393,Napoli,37000,0,SUB,2023,81,2019,TRUE,Right,5,4,2,Italy,https://cdn.sofifa.net/flags/it.png,SUB,20,High,Low
S. Chukwueze,Samuel Chukwueze,79,85,27500000,"RM,RW",LM,Nigeria,https://cdn.sofifa.net/players/246/172/23_60.png,23,172,70,1898,416,Villarreal CF,32000,63300000,SUB,2024,11,2018,-,Left,2,4,1,-,-,-,-,High,Low
A. Musrati,Ali Musrati,79,83,22000000,"CDM,CM",CDM,Libya,https://cdn.sofifa.net/players/252/308/23_60.png,26,189,83,1903,420,SC Braga,17000,45700000,CDM,2024,8,2020,-,Right,2,2,1,-,-,-,-,Medium,High
Beto,Norberto Gomes Betuncal,79,82,24500000,ST,ST,Portugal,https://cdn.sofifa.net/players/251/892/23_60.png,24,194,88,1828,403,Udinese Calcio,21000,43500000,ST,2026,9,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium
W. Fofana,Wesley Fofana,79,86,33000000,CB,CB,France,https://cdn.sofifa.net/players/248/695/23_60.png,21,190,76,1772,388,Chelsea,67000,67700000,SUB,2028,33,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High
E. Camavinga,Eduardo Camavinga,79,89,38000000,"CM,CDM",CDM,France,https://cdn.sofifa.net/players/248/243/23_60.png,19,182,68,2125,455,Real Madrid CF,78000,85500000,SUB,2027,12,2021,-,Left,3,4,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High
Zubimendi,Martín Zubimendi Ibáñez,79,86,35000000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/248/148/23_60.png,23,181,74,1994,420,Real Sociedad,32000,80500000,CM,2025,3,2018,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
Ibañez,Roger Ibañez Da Silva,79,83,22500000,CB,CB,Brazil,https://cdn.sofifa.net/players/247/257/23_60.png,23,185,73,1694,377,Roma,51000,39900000,CB,2025,3,2021,-,Right,2,2,2,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,High
M. Caqueret,Maxence Caqueret,79,85,26000000,"CDM,CM",CM,France,https://cdn.sofifa.net/players/246/646/23_60.png,22,174,63,1982,428,Olympique Lyonnais,52000,54600000,CM,2026,6,2018,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High
B. Dia,Boulaye Dia,79,83,24500000,"ST,RW",ST,Senegal,https://cdn.sofifa.net/players/246/242/23_60.png,25,180,75,1849,402,US Salernitana 1919,39000,0,ST,2023,29,2021,TRUE,Right,3,3,1,-,-,-,-,High,Medium
M. Lanzini,Manuel Lanzini,79,79,17000000,"CAM,CM",CAM,Argentina,https://cdn.sofifa.net/players/188/988/23_60.png,29,167,59,1975,399,West Ham United,75000,32299999,SUB,2023,10,2016,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
Guaita,Vicente Guaita Panadero,79,79,1900000,GK,GK,Spain,https://cdn.sofifa.net/players/189/690/23_60.png,35,190,80,1378,444,Crystal Palace,29000,3600000,GK,2023,13,2018,-,Right,3,1,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
A. Talavera,Alfredo Talavera,79,79,0,GK,GK,Mexico,https://cdn.sofifa.net/players/156/433/23_60.png,39,186,85,1345,446,Free agent,0,0,-,-,-,2020,-,Right,4,1,1,Mexico,https://cdn.sofifa.net/flags/mx.png,SUB,1,Medium,Medium
R. Bentancur,Rodrigo Bentancur,79,83,24500000,CM,CDM,Uruguay,https://cdn.sofifa.net/players/227/535/23_60.png,25,187,73,2107,443,Tottenham Hotspur,85000,48400000,CM,2026,30,2022,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium
